name,conf,dft@mmff,pm7@mmff,mmff@mmff,dft@pm7,pm7@pm7,mmff@pm7,dft@dft,pm7@dft,mmff@dft
CHG_jobs/astex_1ig3, rmsd171, nan, 149.544930, 147.497393, 3559.451617, 139.932830, 155.477162, 3565.152805, 139.933010, 155.481665
CHG_jobs/astex_1ig3, rmsd182, nan, 148.902850, 143.815065, 3559.028814, 140.207440, 157.305590, 3564.490163, 140.207590, 157.304308
CHG_jobs/astex_1ig3, rmsd197, nan, 146.682850, 148.589286, 3559.734927, 139.880080, 158.775093, 3564.958803, 139.880180, 158.754659
CHG_jobs/astex_1ig3, rmsd222, nan, 151.875950, 143.308422, 3559.556344, 139.811560, 155.959909, 3564.787392, 139.811580, 155.965184
CHG_jobs/astex_1ig3, rmsd24, nan, 152.037790, 141.285030, 3558.883526, 140.156440, 151.423155, 3564.781996, 140.156400, 151.433398
CHG_jobs/astex_1ig3, rmsd242, nan, 145.740300, 143.864613, 3558.903941, 140.023240, 160.633962, 3564.975378, 140.023320, 160.616910
CHG_jobs/astex_1ig3, rmsd56, nan, 145.401680, 148.982861, 3559.416476, 139.852740, 158.663836, 3565.102693, 139.852800, 158.684126
CHG_jobs/astex_1j3j, rmsd1, nan, 178.318250, -52.997758, 3284.557307, 168.371270, -48.797234, 3289.820169, 168.371550, -48.793395
CHG_jobs/astex_1j3j, rmsd12, nan, 178.275030, -52.930358, 3284.654417, 168.198850, -48.981142, 3289.920286, 168.199090, -48.985342
CHG_jobs/astex_1j3j, rmsd13, nan, 178.310440, -53.003432, 3284.662837, 168.204850, -49.085492, 3289.923381, 168.204910, -49.085368
CHG_jobs/astex_1j3j, rmsd15, nan, 178.370350, -52.990294, 3284.530469, 168.383390, -48.741980, 3289.838498, 168.383450, -48.746923
CHG_jobs/astex_1j3j, rmsd2, nan, 178.262850, -52.922242, 3284.462696, 168.220240, -48.563214, 3289.918058, 168.220430, -48.560108
CHG_jobs/astex_1j3j, rmsd3, nan, 178.370630, -52.973755, 3284.503900, 168.373850, -48.752688, 3289.862634, 168.373630, -48.770501
CHG_jobs/astex_1j3j, rmsd4, nan, 178.383990, -52.853732, 3284.641893, 168.228060, -49.004271, 3289.901009, 168.228080, -48.995837
CHG_jobs/astex_1j3j, rmsd7, nan, 178.399320, -52.816437, 3284.502709, 168.237330, -48.555309, 3289.864142, 168.237460, -48.562099
CHG_jobs/astex_1j3j, rmsd8, nan, 178.381110, -52.863283, 3284.712306, 168.235680, -49.079886, 3289.908742, 168.235780, -49.078494
CHG_jobs/astex_1j3j, rmsd9, nan, 178.384870, -52.983377, 3284.663579, 168.210260, -49.082864, 3289.918629, 168.210290, -49.078988
CHG_jobs/astex_1jd0, rmsd12, nan, -87.030020, 7344.837609, 1770.723059, -109.574350, 168.156768, 1812.843316, -109.574340, 168.165498
CHG_jobs/astex_1jd0, rmsd18, nan, -89.391410, 7292.751793, 1770.653099, -109.573050, 168.171136, 1810.788150, -109.573000, 168.206351
CHG_jobs/astex_1jd0, rmsd19, nan, -86.970890, 7958.821300, 1770.697198, -109.574950, 168.114422, 1811.433670, -109.574880, 168.135677
CHG_jobs/astex_1jd0, rmsd22, nan, -89.389900, 7322.515466, 1770.778131, -109.564530, 168.334140, 1811.769393, -109.564470, 168.376363
CHG_jobs/astex_1jd0, rmsd3, nan, -89.390370, 7317.049595, 1770.679494, -109.574330, 168.108674, 1810.597191, -109.574320, 168.147124
CHG_jobs/astex_1jd0, rmsd44, nan, -89.388640, 7347.347700, 1770.703518, -109.573190, 168.181472, 1811.281250, -109.573140, 168.229451
CHG_jobs/astex_1jd0, rmsd47, nan, -89.388470, 7335.895152, 1770.520684, -109.548030, 167.968084, 1806.736744, -109.547970, 167.934245
CHG_jobs/astex_1jd0, rmsd54, nan, -89.376160, 7502.166003, 1770.683799, -109.543310, 168.220172, 1803.638697, -109.543330, 168.173016
CHG_jobs/astex_1jd0, rmsd56, nan, -89.371870, 7563.507907, 1770.694825, -109.574380, 168.078362, 1810.650623, -109.574340, 168.088500
CHG_jobs/astex_1jd0, rmsd9, nan, -87.029850, 7355.765290, 1770.695435, -109.574510, 168.194330, 1809.866636, -109.574520, 168.170626
CHG_jobs/astex_1l7f, rmsd103, nan, -81.682110, -194.079958, 5150.031967, -92.002840, -200.068553, 5160.720276, -92.002830, -200.056425
CHG_jobs/astex_1l7f, rmsd124, nan, -85.825030, -209.561620, 5142.362121, -89.773820, -196.641782, 5157.390419, -89.773740, -196.646348
CHG_jobs/astex_1l7f, rmsd15, nan, -62.338060, -167.028932, 5132.369077, -88.842870, -186.746542, 5148.878085, -88.842780, -186.754259
CHG_jobs/astex_1l7f, rmsd171, nan, -83.619820, -205.050728, 5145.647194, -89.956900, -199.256731, 5154.514838, -89.956850, -199.259711
CHG_jobs/astex_1l7f, rmsd197, nan, -84.387310, -195.685416, 5149.801079, -92.606110, -201.730093, 5160.194157, -92.605990, -201.735212
CHG_jobs/astex_1l7f, rmsd215, nan, -84.547370, -196.068521, 5149.803184, -92.610600, -201.787455, 5160.170767, -92.610520, -201.791000
CHG_jobs/astex_1l7f, rmsd246, nan, -85.221240, -196.507542, 5149.758585, -93.351960, -199.055591, 5159.933809, -93.351900, -199.042698
CHG_jobs/astex_1l7f, rmsd76, nan, -77.560120, -192.364260, 5143.630111, -90.358140, -196.958874, 5158.276080, -90.358140, -196.964222
CHG_jobs/astex_1l7f, rmsd82, nan, -73.831500, -189.793475, 5151.464027, -93.869620, -202.558133, 5161.826657, -93.869680, -202.561647
CHG_jobs/astex_1l7f, rmsd97, nan, -85.718970, -208.356753, 5145.169657, -90.512720, -202.125673, 5156.549641, -90.513040, -202.123255
CHG_jobs/astex_1lpz, rmsd11, nan, 160.374630, -5.229061, 6206.555183, 145.546860, 2.833336, 6216.321877, 145.547060, 2.756101
CHG_jobs/astex_1lpz, rmsd111, nan, 159.689030, -0.362238, 6206.597673, 145.548230, 3.454950, 6216.717112, 145.548430, 3.449630
CHG_jobs/astex_1lpz, rmsd112, nan, 165.739590, 1.388652, 6206.690200, 145.559830, 3.369035, 6216.474362, 145.559720, 3.352395
CHG_jobs/astex_1lpz, rmsd119, nan, 154.534710, -6.207803, 6205.895064, 145.610180, 3.067001, 6215.783772, 145.610490, 3.035228
CHG_jobs/astex_1lpz, rmsd120, nan, 150.897210, -6.469788, 6206.507394, 145.575670, 2.257405, 6216.367175, 145.575690, 2.246263
CHG_jobs/astex_1lpz, rmsd122, nan, 155.572510, -6.659042, 6206.249568, 145.583460, 2.715002, 6214.903463, 145.583720, 2.700294
CHG_jobs/astex_1lpz, rmsd200, nan, 166.270410, 4.198134, 6206.590073, 145.559890, 3.485780, 6216.549685, 145.560140, 3.506378
CHG_jobs/astex_1lpz, rmsd204, nan, 172.119510, 0.646332, 6206.649793, 145.580040, 3.459713, 6216.548403, 145.580240, 3.455841
CHG_jobs/astex_1lpz, rmsd221, nan, 174.627010, 9.504961, 6206.445218, 145.595510, 2.708466, 6216.393036, 145.595720, 2.685361
CHG_jobs/astex_1lpz, rmsd242, nan, 167.820690, 0.604641, 6205.971119, 145.605890, 2.879007, 6216.063024, 145.606140, 2.818929
CHG_jobs/astex_1mmv, rmsd113, nan, 244.323390, -94.450819, 3247.007034, 236.156850, -97.551440, 3253.480892, 236.157050, -97.550425
CHG_jobs/astex_1mmv, rmsd137, nan, 242.781440, -93.456563, 3248.313718, 236.110460, -96.774559, 3255.485536, 236.110510, -96.778120
CHG_jobs/astex_1mmv, rmsd138, nan, 239.442680, -99.531725, 3248.013200, 235.727510, -95.160921, 3254.584709, 235.727590, -95.170728
CHG_jobs/astex_1mmv, rmsd146, nan, 241.642660, -99.526368, 3246.643643, 240.406240, -94.250379, 3253.166768, 240.406420, -94.256142
CHG_jobs/astex_1mmv, rmsd15, nan, 245.616790, -93.548725, 3247.991436, 236.429290, -96.090018, 3255.283638, 236.429300, -96.097438
CHG_jobs/astex_1mmv, rmsd172, nan, 245.866440, -93.872865, 3248.463465, 235.880260, -96.595515, 3255.205518, 235.880310, -96.595882
CHG_jobs/astex_1mmv, rmsd22, nan, 240.140410, -99.640686, 3248.410358, 235.962090, -96.627431, 3255.025854, 235.961920, -96.629309
CHG_jobs/astex_1mmv, rmsd44, nan, 245.724570, -92.987062, 3248.134465, 235.747650, -94.497219, 3255.973878, 235.747540, -94.499345
CHG_jobs/astex_1mmv, rmsd50, nan, 245.073080, -93.785721, 3247.802168, 235.904060, -93.156363, 3255.694700, 235.904220, -93.155594
CHG_jobs/astex_1mmv, rmsd91, nan, 249.054130, -87.838733, 3248.039266, 236.269470, -96.739138, 3255.456042, 236.269310, -96.739782
CHG_jobs/astex_1mzc, rmsd10, nan, 168.775900, 115.962528, 7484.524126, 133.088010, 84.892564, 7496.756055, 133.088240, 84.884663
CHG_jobs/astex_1mzc, rmsd118, nan, 151.574500, 94.226804, 7490.342922, 130.265570, 82.325125, 7499.878817, 130.265610, 82.321022
CHG_jobs/astex_1mzc, rmsd14, nan, 163.885830, 106.784719, 7489.792918, 131.280940, 90.722058, 7499.393272, 131.281220, 90.741811
CHG_jobs/astex_1mzc, rmsd145, nan, 161.481570, 106.296772, 7491.699436, 130.032550, 85.290726, 7502.159147, 130.033250, 85.313558
CHG_jobs/astex_1mzc, rmsd152, nan, 151.031050, 103.389612, 7489.036727, 131.795260, 90.390556, 7499.322133, 131.795820, 90.381307
CHG_jobs/astex_1mzc, rmsd201, nan, 156.074440, 99.593935, 7493.489185, 131.206150, 80.765834, 7502.018192, 131.206740, 80.764332
CHG_jobs/astex_1mzc, rmsd202, nan, 161.149460, 103.391056, 7483.423034, 133.900390, 91.211935, 7496.563044, 133.900350, 91.227496
CHG_jobs/astex_1mzc, rmsd22, nan, 135.610930, 87.413463, 7489.427856, 131.071890, 90.732766, 7499.964948, 131.072730, 90.701728
CHG_jobs/astex_1mzc, rmsd221, nan, 157.568730, 99.481833, 7493.311398, 131.231360, 81.028701, 7502.022699, 131.231470, 81.032457
CHG_jobs/astex_1mzc, rmsd250, nan, 161.049940, 103.782200, 7493.341873, 131.267580, 81.038126, 7502.072759, 131.267950, 81.024041
CHG_jobs/astex_1n1m, rmsd13, nan, 78.309750, 28.967120, 2915.105705, 76.304190, 32.545632, 2920.911134, 76.304280, 32.544695
CHG_jobs/astex_1n1m, rmsd20, nan, 87.032730, 37.029446, 2915.000962, 76.268060, 32.593633, 2920.851973, 76.268050, 32.598801
CHG_jobs/astex_1n1m, rmsd29, nan, 78.265730, 29.024397, 2912.418587, 76.648790, 34.407526, 2920.960668, 76.648940, 34.407237
CHG_jobs/astex_1n1m, rmsd34, nan, 78.311510, 28.962342, 2912.987351, 76.581480, 33.442150, 2920.538334, 76.581800, 33.448623
CHG_jobs/astex_1n1m, rmsd37, nan, 78.328960, 29.058503, 2914.521884, 76.288730, 32.742090, 2920.873533, 76.288680, 32.741377
CHG_jobs/astex_1n1m, rmsd38, nan, 78.346700, 28.968371, 2914.561119, 76.329530, 33.001428, 2920.889319, 76.329600, 33.001964
CHG_jobs/astex_1n1m, rmsd39, nan, 87.044120, 37.045468, 2915.018323, 76.284520, 32.867418, 2920.852038, 76.284640, 32.869657
CHG_jobs/astex_1n1m, rmsd40, nan, 86.943610, 36.971811, 2914.828271, 76.316230, 33.005999, 2920.909261, 76.316200, 32.999620
CHG_jobs/astex_1n1m, rmsd42, nan, 78.331930, 9.189419, 2915.075459, 76.328200, 25.524410, 2921.271807, 76.328380, 12.950974
CHG_jobs/astex_1n1m, rmsd5, nan, 78.272990, 8.974542, 2915.240660, 76.287860, 12.007101, 2920.870587, 76.287830, 12.002400
CHG_jobs/astex_1of6, rmsd100, nan, 35.403050, 30.373044, 2557.980397, 34.784150, 31.242593, 2562.507512, 34.783920, 31.240036
CHG_jobs/astex_1of6, rmsd102, nan, 35.472180, 30.361722, 2558.183689, 34.743280, 31.259758, 2562.758196, 34.743400, 31.254114
CHG_jobs/astex_1of6, rmsd103, nan, 35.467270, 30.355352, 2557.988865, 34.757700, 31.086075, 2562.649721, 34.757730, 31.088268
CHG_jobs/astex_1of6, rmsd104, nan, 35.401820, 30.371015, 2558.223610, 34.764460, 31.230652, 2563.009090, 34.764540, 31.224565
CHG_jobs/astex_1of6, rmsd105, nan, 35.438680, 30.348289, 2558.219055, 34.781510, 31.318767, 2562.953823, 34.781490, 31.320371
CHG_jobs/astex_1of6, rmsd106, nan, 35.437460, 30.356072, 2558.155480, 34.736790, 31.072922, 2562.805416, 34.736680, 31.071823
CHG_jobs/astex_1of6, rmsd107, nan, 35.432380, 30.366448, 2558.067605, 34.738220, 31.229615, 2562.735523, 34.738140, 31.225812
CHG_jobs/astex_1of6, rmsd135, nan, 35.444910, 30.353011, 2558.155126, 34.743070, 31.174066, 2562.954545, 34.743120, 31.174298
CHG_jobs/astex_1of6, rmsd142, nan, 35.456250, 29.706468, 2558.137889, 34.731610, 31.223166, 2562.974071, 34.731650, 31.219655
CHG_jobs/astex_1of6, rmsd143, nan, 35.479690, 30.347766, 2557.950822, 34.795980, 31.136160, 2562.533330, 34.796360, 31.137836
CHG_jobs/astex_1oq5, rmsd1, nan, -163.899380, 143.813905, 4477.974861, -167.305120, 150.930705, 4490.387450, -167.305120, 150.928028
CHG_jobs/astex_1oq5, rmsd2, nan, -163.935970, 143.896800, 4477.777190, -167.762100, 153.131443, 4489.971003, -154.890990, 152.701049
CHG_jobs/astex_1oq5, rmsd3, nan, -163.954190, 143.781786, 4478.193060, -167.288390, 150.818911, 4490.363836, -167.288100, 150.823389
CHG_jobs/astex_1oq5, rmsd4, nan, -163.976260, 143.786483, 4477.978766, -167.749270, 152.483279, 4486.822889, -167.749270, 152.473519
CHG_jobs/astex_1oq5, rmsd5, nan, -163.838440, 143.776431, 4478.518109, -167.348080, 150.942808, 4489.239106, -167.348550, 150.939619
CHG_jobs/astex_1oq5, rmsd6, nan, -163.855210, 143.764116, 4478.497967, -167.618990, 152.466144, 4487.100861, -155.712520, 157.850466
CHG_jobs/astex_1oq5, rmsd7, nan, -163.874760, 143.811090, 4478.215748, -167.465070, 150.682420, 4486.919061, -167.464900, 150.684833
CHG_jobs/astex_1oq5, rmsd8, nan, -163.894220, 143.771577, 4477.963078, -167.762590, 153.342938, 4488.139203, -167.762460, 153.342685
CHG_jobs/astex_1owe, rmsd103, nan, 178.502420, 28.785072, 4368.953967, 177.967210, 30.784871, 4377.121029, 177.967160, 30.777924
CHG_jobs/astex_1owe, rmsd122, nan, 178.509000, 28.724537, 4368.833463, 177.987010, 30.763851, 4377.045632, 177.987070, 30.772563
CHG_jobs/astex_1owe, rmsd129, nan, 178.512860, 28.699359, 4369.143238, 178.030550, 31.315292, 4377.109492, 178.030810, 31.311595
CHG_jobs/astex_1owe, rmsd130, nan, 178.500500, 28.751256, 4368.984201, 178.029260, 31.216875, 4377.113596, 178.029690, 31.218053
CHG_jobs/astex_1owe, rmsd131, nan, 178.801620, 28.752436, 4369.326441, 178.022050, 30.239937, 4376.798627, 178.022290, 30.234696
CHG_jobs/astex_1owe, rmsd137, nan, 178.605720, 28.691964, 4368.316005, 178.023640, 32.604984, 4377.048381, 178.023780, 32.605280
CHG_jobs/astex_1owe, rmsd146, nan, 178.642770, 28.766430, 4369.274090, 178.001640, 30.471625, 4376.995268, 178.001790, 30.471669
CHG_jobs/astex_1owe, rmsd148, nan, 178.654280, 28.813043, 4368.633762, 177.975990, 30.810553, 4377.147571, 177.975820, 30.814432
CHG_jobs/astex_1owe, rmsd149, nan, 178.658180, 28.805763, 4368.880300, 177.969990, 30.822196, 4377.069732, 177.970170, 30.827978
CHG_jobs/astex_1owe, rmsd153, nan, 178.769940, 28.687424, 4367.991551, 178.054680, 30.587411, 4376.437562, 178.054800, 30.596407
CHG_jobs/astex_1oyt, rmsd111, nan, 77.564980, -12.995932, 6021.195731, 59.592390, -13.103160, 6033.253653, 59.592500, -13.104665
CHG_jobs/astex_1oyt, rmsd124, nan, 78.526010, -11.939010, 6021.762650, 59.606440, -13.142725, 6033.207805, 59.606540, -13.156171
CHG_jobs/astex_1oyt, rmsd125, nan, 74.736220, -16.602676, 6021.191710, 59.603200, -13.379717, 6032.894288, 59.603570, -13.353766
CHG_jobs/astex_1oyt, rmsd207, nan, 76.170000, -6.069540, 6021.788771, 59.828520, -13.938688, 6032.556730, 59.828900, -13.935891
CHG_jobs/astex_1oyt, rmsd214, nan, 71.324880, -16.246220, 6021.778083, 59.640980, -13.212616, 6033.987109, 59.641380, -13.220709
CHG_jobs/astex_1oyt, rmsd31, nan, 71.765020, -14.336538, 6022.622995, 59.699430, -13.882369, 6032.533503, 59.699650, -13.882176
CHG_jobs/astex_1oyt, rmsd35, nan, 71.005950, -15.107494, 6022.754952, 59.685200, -13.725165, 6032.884927, 59.685170, -13.715100
CHG_jobs/astex_1oyt, rmsd42, nan, 67.899000, -20.689303, 6021.797477, 59.613860, -14.415037, 6032.597817, 59.614110, -14.398909
CHG_jobs/astex_1oyt, rmsd43, nan, 70.217270, -22.586521, 6022.503989, 59.715240, -14.969499, 6032.439690, 59.715600, -14.960909
CHG_jobs/astex_1oyt, rmsd97, nan, 77.168660, -12.212483, 6023.038879, 59.726030, -14.349649, 6032.363682, 59.726190, -14.337524
CHG_jobs/astex_1p2y, rmsd1, 2701.898612, 170.675900, 26.760071, 2698.552500, 168.783980, 29.719880, 2704.068608, 168.784070, 29.718321
CHG_jobs/astex_1p2y, rmsd11, 2701.821065, 170.989720, 25.724211, 2698.557253, 169.272660, 28.522807, 2704.056320, 169.272710, 28.516637
CHG_jobs/astex_1p2y, rmsd12, 2701.812296, 170.988870, 25.725700, 2698.370661, 169.168270, 28.896367, 2704.050945, 169.168450, 28.905830
CHG_jobs/astex_1p2y, rmsd3, 2701.864328, 170.644630, 26.753559, 2698.554233, 168.811730, 29.778281, 2704.101629, 168.811940, 29.772744
CHG_jobs/astex_1p2y, rmsd4, 2701.848319, 170.685600, 26.767151, 2698.174011, 168.766680, 30.368993, 2704.057502, 168.766640, 30.361093
CHG_jobs/astex_1p2y, rmsd5, 2697.914903, 173.863020, 28.261408, 2699.365145, 168.928260, 28.281224, 2704.036155, 168.928380, 28.283338
CHG_jobs/astex_1p2y, rmsd6, 2701.791373, 171.002580, 25.718535, 2699.311974, 168.825290, 28.033128, 2703.929061, 168.825410, 28.028286
CHG_jobs/astex_1p2y, rmsd7, 2701.902258, 170.644850, 26.753891, 2699.278062, 168.378710, 28.950290, 2704.013169, 168.378850, 28.954957
CHG_jobs/astex_1p2y, rmsd8, 2701.780541, 171.005400, 25.713814, 2699.142631, 168.917620, 28.794893, 2704.055464, 168.917690, 28.786128
CHG_jobs/astex_1p2y, rmsd9, 2698.459577, 173.408100, 30.115218, 2696.643533, 171.469650, 32.576689, 2703.059970, 171.469980, 32.572502
CHG_jobs/astex_1pmn, rmsd121, nan, 215.005870, 135.154668, 6767.910447, 212.598570, 138.519965, 6767.910447, 212.598480, 138.513202
CHG_jobs/astex_1pmn, rmsd122, nan, 216.352290, 135.405771, 6767.551925, 212.825810, 138.158290, 6778.901210, 212.825800, 138.142098
CHG_jobs/astex_1pmn, rmsd146, nan, 215.677500, 135.007872, 6768.195693, 212.520850, 138.813946, 6779.905930, 212.520400, 138.829542
CHG_jobs/astex_1pmn, rmsd179, nan, 216.601750, 134.345264, 6767.948603, 212.833780, 138.288429, 6779.295346, 212.834070, 138.265112
CHG_jobs/astex_1pmn, rmsd194, nan, 218.322550, 138.964863, 6768.451271, 212.406920, 140.006373, 6779.264375, 212.406770, 139.974295
CHG_jobs/astex_1pmn, rmsd210, nan, 216.895450, 134.314065, 6768.102871, 212.557760, 139.738668, 6779.147604, 212.557840, 139.758262
CHG_jobs/astex_1pmn, rmsd53, nan, 218.249420, 135.893424, 6768.262053, 212.758220, 138.129466, 6779.349754, 212.758280, 138.156911
CHG_jobs/astex_1pmn, rmsd71, nan, 215.941680, 135.023485, 6767.874987, 212.523620, 138.846114, 6779.944357, 212.524160, 138.872126
CHG_jobs/astex_1pmn, rmsd74, nan, 215.528840, 134.514624, 6768.203527, 212.630590, 137.948120, 6778.554020, 212.630630, 137.980868
CHG_jobs/astex_1pmn, rmsd90, nan, 216.655520, 134.402954, 6768.279111, 212.352130, 139.083709, 6778.879077, 212.352390, 139.106634
CHG_jobs/astex_1q1g, rmsd14, 3779.694706, 52.434200, 192.005737, 3774.433075, 47.418430, 209.181092, 3786.024429, 47.418600, 209.189802
CHG_jobs/astex_1q1g, rmsd28, 3774.192346, 56.123740, 186.421940, 3777.865276, 46.913620, 199.206152, 3787.857471, 46.913630, 199.208778
CHG_jobs/astex_1q1g, rmsd30, 3775.045945, 55.295640, 191.210273, 3775.781965, 46.698110, 206.470886, 3787.629986, 46.698240, 206.501714
CHG_jobs/astex_1q1g, rmsd33, 3773.815692, 59.427200, 188.810811, 3777.724156, 47.216370, 198.573676, 3789.957642, 47.216620, 198.569591
CHG_jobs/astex_1q1g, rmsd34, 3775.670269, 55.711410, 190.816573, 3776.662461, 47.221840, 199.654370, 3790.028667, 47.222310, 199.680988
CHG_jobs/astex_1q1g, rmsd37, 3769.597706, 63.121770, 186.319279, 3777.470945, 46.957560, 200.150548, 3788.293372, 46.957660, 200.137965
CHG_jobs/astex_1q1g, rmsd48, 3780.405495, 49.940760, 192.491045, 3776.427869, 47.195430, 202.027120, 3788.624341, 47.195660, 202.019723
CHG_jobs/astex_1q1g, rmsd52, 3780.873080, 50.047230, 193.079376, 3777.563008, 47.288470, 198.240227, 3791.314760, 47.288330, 198.242737
CHG_jobs/astex_1q1g, rmsd57, 3781.835882, 50.221550, 193.257927, 3777.872815, 47.349820, 199.569065, 3790.748521, 47.349990, 199.584555
CHG_jobs/astex_1q1g, rmsd9, 3777.952115, 52.144870, 190.791962, 3774.579679, 47.316980, 209.070853, 3785.336642, 47.317250, 209.088330
CHG_jobs/astex_1r1h, rmsd129, nan, -89.031040, 48.444650, 6052.308898, -114.664830, 27.958532, 6070.773446, -114.664760, 27.955967
CHG_jobs/astex_1r1h, rmsd150, nan, -91.597640, 46.904595, 6053.230270, -114.643170, 27.707663, 6070.625404, -114.642960, 27.705603
CHG_jobs/astex_1r1h, rmsd192, nan, -100.215640, 27.790380, 6047.040259, -114.484730, 25.510270, 6062.830949, -114.484660, 25.519213
CHG_jobs/astex_1r1h, rmsd199, nan, -93.932900, 36.161901, 6048.428340, -116.230900, 35.900197, 6063.274929, -116.230690, 35.908597
CHG_jobs/astex_1r1h, rmsd22, nan, -94.574660, 358.978181, 6052.556723, -118.082560, 338.126888, 6068.365937, -118.082260, 338.080177
CHG_jobs/astex_1r1h, rmsd234, nan, -100.936520, 40.736806, 6049.189694, -114.330720, 32.868375, 6066.094243, -114.330660, 32.867795
CHG_jobs/astex_1r1h, rmsd248, nan, -98.875920, 30.424244, 6053.996154, -114.810870, 26.494709, 6070.055555, -114.810520, 26.508076
